hari_ke,jenis_lapak,level_pemain,harga_jual,budget_npc,panjang_antrean,rating_pasar,keputusan
14,2,13,33000,20918,0,4.05,Terlalu_Mahal
14,2,13,33000,58050,0,4.05,Beli
14,1,13,10000,408333,1,4.05,Beli
14,2,13,33000,30194,0,4.05,Terlalu_Mahal
14,2,13,33000,5107,0,4.05,Terlalu_Mahal
14,1,13,10000,15924,0,4.05,Beli
14,1,14,10000,38292,0,4.04,Beli
14,1,14,10000,66654,0,4.04,Beli
14,1,14,10000,212554,0,4.04,Beli
14,2,14,33000,5978,0,4.04,Terlalu_Mahal
14,1,14,10000,398333,1,4.04,Beli
14,1,14,10000,5924,0,4.04,Terlalu_Mahal
14,2,14,33000,58906,0,4.04,Beli
14,1,14,10000,49547,0,4.04,Beli
14,1,14,10000,388333,0,4.03,Beli
14,1,14,10000,202554,0,4.03,Beli
15,1,14,10000,255566,0,4.05,Beli
15,3,14,73000,31983,0,4.05,Terlalu_Mahal
15,3,14,73000,18819,0,4.05,Terlalu_Mahal
15,1,14,10000,203353,0,4.05,Beli
15,2,14,33000,72845,0,4.05,Beli
15,1,14,10000,34875,1,4.05,Beli
15,2,14,33000,38293,0,4.05,Beli
15,3,14,73000,31983,0,4.05,Terlalu_Mahal
15,1,14,10000,25833,0,4.05,Beli
15,1,14,10000,193353,1,4.05,Beli
15,3,14,73000,19502,0,4.05,Terlalu_Mahal
15,1,14,10000,26859,1,4.05,Beli
15,1,14,10000,15833,0,4.05,Beli
15,3,14,73000,30358,0,4.05,Terlalu_Mahal
15,3,14,73000,19502,0,4.05,Terlalu_Mahal
15,1,14,10000,24875,1,4.05,Beli
15,2,14,33000,53707,0,4.05,Beli
15,3,14,73000,30358,0,4.05,Terlalu_Mahal
15,2,14,33000,180365,1,4.05,Beli
15,1,14,10000,55653,0,4.05,Beli
15,3,14,73000,71254,0,4.05,Terlalu_Mahal
15,3,14,73000,30358,0,4.05,Terlalu_Mahal
15,1,14,10000,454859,0,4.05,Beli
15,1,14,10000,58043,0,4.04,Beli
15,2,14,33000,31206,1,4.03,Terlalu_Mahal
15,2,14,33000,20707,0,4.04,Terlalu_Mahal
15,1,14,10000,25203,1,4.04,Beli
15,2,14,33000,21660,0,4.04,Terlalu_Mahal
15,2,14,33000,31206,0,4.04,Terlalu_Mahal
15,3,14,73000,71254,0,4.04,Terlalu_Mahal
15,2,14,33000,147365,0,4.04,Beli
15,1,14,10000,224882,1,4.04,Beli
15,2,14,33000,31206,0,4.04,Terlalu_Mahal
15,1,14,10000,318449,1,4.04,Beli
15,3,14,73000,26655,0,4.02,Terlalu_Mahal
15,1,14,10000,42117,1,4.02,Beli
15,2,14,33000,114365,0,4.02,Beli
15,1,14,10000,24638,2,4.02,Beli
15,1,14,10000,48043,0,4.02,Beli
15,1,14,10000,15203,0,4.02,Beli
15,1,14,10000,17110,0,4.02,Beli
15,3,14,73000,403904,0,4.02,Beli
15,3,14,73000,54434,1,4.02,Terlalu_Mahal
15,3,14,73000,405698,1,4.03,Beli
15,1,14,10000,308449,0,4.03,Beli
15,3,14,73000,54434,0,4.02,Terlalu_Mahal
15,2,14,33000,318837,0,4.02,Beli
15,1,14,10000,32117,1,4.01,Beli
15,3,14,73000,228690,0,4.02,Beli
15,3,14,73000,54434,0,4.02,Terlalu_Mahal
15,3,14,73000,332698,0,4.01,Beli
15,1,14,10000,47104,0,4.00,Beli
15,1,14,10000,48490,0,4.00,Beli
15,2,14,33000,44257,0,4.00,Beli
15,3,14,73000,58621,0,4.00,Terlalu_Mahal
15,1,14,10000,14638,1,4.00,Beli
15,2,14,33000,285837,0,4.00,Beli
15,1,14,10000,49019,2,4.00,Beli
15,1,14,10000,211468,0,4.00,Beli
15,2,14,33000,22169,0,4.00,Terlalu_Mahal
15,3,14,73000,43825,0,4.00,Terlalu_Mahal
15,3,14,73000,43825,0,4.00,Terlalu_Mahal
15,2,14,33000,22169,0,4.00,Terlalu_Mahal
16,1,14,10000,44785,0,4.00,Beli
16,1,14,10000,45864,1,4.00,Beli
16,2,14,33000,74616,0,4.00,Beli
16,1,14,10000,245548,0,4.00,Beli
16,1,14,10000,34785,0,4.00,Beli
16,2,14,33000,117119,0,4.00,Beli
16,1,14,10000,35864,1,4.00,Beli
16,1,14,10000,54655,0,4.00,Beli
16,1,14,10000,281964,1,4.00,Beli
16,1,14,10000,235548,1,4.00,Beli
16,1,14,10000,64996,1,4.00,Beli
16,2,14,33000,72667,1,4.00,Beli
16,1,14,10000,40938,2,4.00,Beli
16,1,14,10000,141580,2,4.00,Beli
16,1,14,10000,63651,3,4.00,Beli
16,2,14,33000,84119,0,4.00,Beli
16,2,14,33000,39667,1,4.00,Beli
16,1,14,10000,54996,0,4.00,Beli
16,2,14,33000,30654,0,4.00,Terlalu_Mahal
16,1,14,10000,44655,0,4.00,Beli
16,2,14,33000,71820,0,4.00,Beli
16,1,14,10000,25051,2,4.00,Beli
16,2,14,33000,278301,1,4.00,Beli
16,2,14,33000,30654,0,4.00,Terlalu_Mahal
16,1,14,10000,30938,0,4.00,Beli
16,1,14,10000,16667,0,4.00,Beli
16,2,14,33000,424012,1,4.00,Beli
16,2,14,33000,38820,0,4.00,Beli
16,2,14,33000,19194,1,4.00,Terlalu_Mahal
16,1,14,10000,480625,1,4.00,Beli
16,1,14,10000,338259,1,4.00,Beli
16,2,14,33000,19194,0,4.00,Terlalu_Mahal
16,1,14,10000,15051,0,4.00,Beli
16,1,14,10000,28716,0,4.00,Beli
16,2,14,33000,245301,0,4.00,Beli
16,2,14,33000,391012,0,4.00,Beli
16,1,14,10000,367197,1,4.00,Beli
16,2,14,33000,19194,1,4.00,Terlalu_Mahal
16,1,14,10000,470625,2,4.00,Beli
16,1,14,10000,6667,0,4.00,Terlalu_Mahal
16,1,15,10000,29605,0,4.01,Beli
16,1,15,10000,49026,2,4.01,Beli
16,1,15,10000,38413,1,4.01,Beli
16,1,15,10000,328259,2,4.01,Beli
16,1,15,10000,73026,0,4.00,Beli
16,2,15,33000,32697,0,4.00,Terlalu_Mahal
16,1,15,10000,357197,0,4.00,Beli
16,2,15,33000,59214,0,4.00,Beli
16,1,15,10000,19605,0,4.00,Beli
16,3,15,75000,31896,0,4.01,Terlalu_Mahal
16,1,15,10000,46098,0,4.01,Beli
16,2,15,33000,69266,1,4.01,Beli
16,2,15,33000,32697,0,4.00,Terlalu_Mahal
16,3,15,75000,31896,0,4.00,Terlalu_Mahal
16,1,15,10000,61587,0,4.00,Beli
16,1,15,10000,37132,0,4.00,Beli
16,2,15,33000,40870,0,4.00,Beli
16,2,15,33000,26214,0,4.00,Terlalu_Mahal
16,3,15,75000,31896,0,4.00,Terlalu_Mahal
16,1,15,10000,69131,1,4.00,Beli
16,2,15,33000,38540,0,4.00,Beli
16,2,15,33000,23701,1,4.00,Terlalu_Mahal
16,2,15,33000,23701,0,4.00,Terlalu_Mahal
16,2,15,33000,7870,0,4.00,Terlalu_Mahal
16,1,15,10000,36098,0,4.00,Beli
16,1,15,10000,59131,0,4.00,Beli
16,2,15,33000,23701,0,4.00,Terlalu_Mahal
17,1,15,10000,66019,0,4.00,Beli
17,3,15,65000,65389,0,4.00,Beli
17,1,15,10000,28622,1,4.00,Beli
17,1,15,10000,22290,1,4.00,Beli
17,1,15,10000,249781,0,4.00,Beli
17,3,15,65000,39543,0,4.00,Terlalu_Mahal
17,3,15,65000,133020,0,4.00,Beli
17,1,15,10000,56019,0,4.00,Beli
17,2,15,33000,17524,0,4.00,Terlalu_Mahal
17,3,15,65000,39543,0,4.00,Terlalu_Mahal
17,2,15,33000,359787,0,4.00,Beli
17,1,15,10000,377505,0,4.00,Beli
17,1,15,10000,52060,0,4.00,Beli
17,3,15,65000,39543,0,4.00,Terlalu_Mahal
17,1,15,10000,42198,1,4.00,Beli
17,1,15,10000,70112,1,4.00,Beli
17,2,15,33000,20192,0,4.00,Terlalu_Mahal
17,2,15,33000,17524,0,4.00,Terlalu_Mahal
17,1,15,10000,22635,2,4.00,Beli
17,2,15,33000,326787,0,4.00,Beli
17,2,15,33000,20192,0,4.00,Terlalu_Mahal
17,1,15,10000,73399,0,4.00,Beli
17,1,15,10000,367505,0,4.00,Beli
17,1,15,10000,53605,1,4.00,Beli
17,2,15,33000,53118,0,4.00,Beli
17,1,15,10000,60112,1,4.00,Beli
17,1,15,10000,25806,2,4.00,Beli
17,1,15,10000,44290,2,4.01,Beli
17,1,15,10000,63399,0,4.01,Beli
17,1,15,10000,327597,1,4.01,Beli
17,1,15,10000,42060,0,4.01,Beli
17,1,15,10000,252458,1,4.01,Beli
17,2,15,33000,64495,0,4.01,Beli
17,1,15,10000,12635,1,4.01,Beli
17,2,15,33000,20118,0,4.01,Terlalu_Mahal
17,1,15,10000,43605,1,4.00,Beli
17,2,15,33000,20118,0,4.00,Terlalu_Mahal
17,2,15,33000,18812,0,4.00,Terlalu_Mahal
17,1,15,10000,56658,0,4.00,Beli
17,1,15,10000,15806,0,4.00,Beli
17,1,15,10000,2635,1,4.00,Terlalu_Mahal
17,3,15,65000,33449,0,4.00,Terlalu_Mahal
17,1,15,10000,447641,0,4.00,Beli
17,2,15,33000,216379,0,4.00,Beli
17,2,15,33000,18812,0,4.00,Terlalu_Mahal
17,1,15,10000,41787,1,4.00,Beli
17,1,15,10000,46658,0,4.00,Beli
17,3,15,65000,33449,0,4.00,Terlalu_Mahal
17,2,15,33000,18812,0,4.00,Terlalu_Mahal
17,1,15,10000,242458,0,4.00,Beli
17,3,15,65000,70958,0,4.00,Beli
17,2,15,33000,63120,0,4.00,Beli
17,3,15,65000,33449,0,4.00,Terlalu_Mahal
17,1,15,10000,210160,0,4.00,Beli
17,2,15,33000,38262,1,4.00,Beli
17,1,15,10000,31787,0,4.00,Beli
17,1,15,10000,38401,1,4.01,Beli
17,1,15,10000,244215,1,4.01,Beli
17,2,15,33000,340957,0,4.01,Beli
17,1,15,10000,200160,0,4.01,Beli
17,1,15,10000,33020,2,4.01,Beli
17,2,15,33000,48627,1,4.00,Beli
17,1,15,10000,28401,1,4.00,Beli
17,1,15,10000,23020,0,4.00,Beli
17,1,15,10000,234215,0,4.00,Beli
18,2,15,33000,31923,1,4.02,Terlalu_Mahal
18,1,15,10000,70873,0,4.02,Beli
18,1,15,10000,34580,0,4.02,Beli
18,2,15,33000,31923,0,4.02,Terlalu_Mahal
18,3,15,60000,56025,0,4.02,Terlalu_Mahal
18,1,15,10000,48969,0,4.02,Beli
18,1,15,10000,60873,0,4.02,Beli
18,1,15,10000,66440,1,4.02,Beli
18,2,15,33000,29663,0,4.02,Terlalu_Mahal
18,3,15,60000,56025,0,4.02,Terlalu_Mahal
18,1,15,10000,41893,1,4.02,Beli
18,2,15,33000,31923,0,4.02,Terlalu_Mahal
18,3,15,60000,56025,0,4.02,Terlalu_Mahal
18,1,15,10000,24580,0,4.02,Beli
18,1,15,10000,15834,2,4.02,Beli
18,2,15,33000,18954,0,4.02,Terlalu_Mahal
18,1,15,10000,38969,0,4.02,Beli
18,2,15,33000,40701,0,4.02,Beli
18,3,15,60000,56025,0,4.02,Terlalu_Mahal
18,2,15,33000,58574,0,4.02,Beli
18,1,15,10000,56440,0,4.02,Beli
18,2,15,33000,66451,1,4.02,Beli
18,3,15,60000,54519,0,4.02,Terlalu_Mahal
18,2,15,33000,29663,0,4.02,Terlalu_Mahal
18,1,15,10000,31893,1,4.02,Beli
18,2,15,33000,7701,0,4.02,Terlalu_Mahal
18,2,15,33000,53290,0,4.02,Beli
18,1,15,10000,66882,0,4.02,Beli
18,3,15,60000,54519,0,4.02,Terlalu_Mahal
18,2,15,33000,22186,1,4.02,Terlalu_Mahal
18,1,15,10000,5834,0,4.02,Terlalu_Mahal
18,2,15,33000,33451,0,4.02,Beli
18,1,15,10000,61995,0,4.02,Beli
18,2,15,33000,25574,0,4.02,Terlalu_Mahal
18,2,15,33000,22186,1,4.02,Terlalu_Mahal
18,3,15,60000,44086,0,4.02,Terlalu_Mahal
18,1,15,10000,5834,0,4.01,Terlalu_Mahal
18,1,15,10000,44441,0,4.01,Beli
18,2,15,33000,20290,0,4.01,Terlalu_Mahal
18,2,15,33000,22186,0,4.01,Terlalu_Mahal
18,1,15,10000,56882,0,4.01,Beli
18,2,15,33000,57719,0,4.01,Beli
18,3,15,60000,44086,0,4.01,Terlalu_Mahal
18,2,15,33000,73841,0,4.01,Beli
18,2,15,33000,20290,0,4.01,Terlalu_Mahal
18,1,15,10000,34441,0,4.01,Beli
18,3,15,60000,44086,0,4.00,Terlalu_Mahal
18,1,15,10000,237303,0,4.00,Beli
18,1,15,10000,28356,0,4.00,Beli
18,2,15,33000,28914,0,4.00,Terlalu_Mahal
18,1,15,10000,36700,1,4.00,Beli
18,2,15,33000,20290,0,4.00,Terlalu_Mahal
18,1,15,10000,321359,1,4.00,Beli
18,3,15,60000,44086,0,4.00,Terlalu_Mahal
18,2,15,33000,40841,0,4.00,Beli
18,1,16,10000,22027,0,4.00,Beli
18,1,16,10000,57914,1,4.00,Beli
18,2,16,33000,24719,0,4.00,Terlalu_Mahal
18,1,16,10000,24441,0,4.01,Beli
18,1,16,10000,18356,0,4.01,Beli
18,2,16,33000,53715,0,4.01,Beli
18,1,16,10000,227303,0,4.01,Beli
18,2,16,33000,28914,0,4.00,Terlalu_Mahal
18,1,16,10000,59254,0,4.00,Beli
18,1,16,10000,311359,1,4.00,Beli
18,2,16,33000,53895,1,4.00,Beli
18,2,16,33000,340123,1,4.00,Beli
18,2,16,33000,60456,0,4.00,Beli
18,1,16,10000,58441,1,4.00,Beli
18,1,16,10000,46497,0,4.00,Beli
18,2,16,33000,20715,1,4.00,Terlalu_Mahal
18,1,16,10000,12027,0,4.00,Beli
18,1,16,10000,8356,1,4.00,Terlalu_Mahal
18,1,16,10000,60153,0,4.00,Beli
18,1,16,10000,48441,1,4.00,Beli
18,1,16,10000,38824,2,3.99,Beli
18,1,16,10000,47914,0,4.00,Beli
18,1,16,10000,67387,0,4.00,Beli
18,2,16,33000,307123,0,4.00,Beli
18,2,16,33000,20895,0,4.00,Terlalu_Mahal
18,1,16,10000,36497,0,3.99,Beli
18,1,16,10000,57387,1,3.99,Beli
19,1,16,10000,17998,0,4.02,Beli
19,1,16,10000,28664,1,4.02,Beli
19,1,16,10000,67880,2,4.02,Beli
19,1,16,10000,7998,0,4.02,Terlalu_Mahal
19,2,16,33000,59047,0,4.02,Beli
19,1,16,10000,40747,0,4.02,Beli
19,1,16,10000,18664,1,4.02,Beli
19,2,16,33000,47902,1,4.02,Beli
19,1,16,10000,16921,1,4.02,Beli
19,1,16,10000,30747,0,4.02,Beli
19,1,16,10000,70121,0,4.02,Beli
19,2,16,33000,52835,0,4.02,Beli
19,2,16,33000,14902,0,4.02,Terlalu_Mahal
19,1,16,10000,73898,1,4.02,Beli
19,2,16,33000,35466,0,4.02,Beli
19,1,16,10000,60121,0,4.02,Beli
19,1,16,10000,6921,0,4.02,Terlalu_Mahal
19,2,16,33000,14902,0,4.02,Terlalu_Mahal
19,1,16,10000,159788,1,4.02,Beli
19,2,16,33000,51239,0,4.02,Beli
19,1,16,10000,122966,2,4.02,Beli
19,2,16,33000,74574,0,4.02,Beli
19,1,16,10000,63898,2,4.02,Beli
19,1,16,10000,22534,2,4.02,Beli
19,3,16,60000,16578,0,4.02,Terlalu_Mahal
19,2,16,33000,59088,0,4.02,Beli
19,1,16,10000,68111,0,4.02,Beli
19,2,16,33000,392734,1,4.02,Beli
19,2,16,33000,18104,0,4.02,Terlalu_Mahal
19,1,16,10000,44971,1,4.02,Beli
19,1,16,10000,149788,0,4.02,Beli
19,1,16,10000,23987,2,4.02,Beli
19,1,16,10000,53270,2,4.02,Beli
19,2,16,33000,2466,0,4.02,Terlalu_Mahal
19,2,16,33000,18104,1,4.02,Terlalu_Mahal
19,1,16,10000,58111,1,4.02,Beli
19,3,16,60000,16578,0,4.02,Terlalu_Mahal
19,1,16,10000,56819,2,4.02,Beli
19,2,16,33000,18104,0,4.02,Terlalu_Mahal
19,2,16,33000,26141,0,4.02,Terlalu_Mahal
19,3,16,60000,16578,0,4.02,Terlalu_Mahal
19,1,16,10000,34971,1,4.02,Beli
19,1,16,10000,58791,3,4.02,Beli
19,1,16,10000,112966,0,4.02,Beli
19,2,16,33000,39308,0,4.02,Beli
19,2,16,33000,26141,0,4.02,Terlalu_Mahal
19,2,16,33000,18104,0,4.02,Terlalu_Mahal
19,1,16,10000,13987,1,4.02,Beli
19,1,16,10000,38972,2,4.03,Beli
19,2,16,33000,57495,1,4.03,Beli
19,2,16,33000,26141,0,4.03,Terlalu_Mahal
19,2,16,33000,312159,1,4.03,Beli
19,1,16,10000,43270,1,4.03,Beli
19,3,16,60000,21648,0,4.03,Terlalu_Mahal
19,1,16,10000,12534,0,4.03,Beli
19,2,16,33000,26141,0,4.03,Terlalu_Mahal
19,1,16,10000,46819,1,4.03,Beli
19,2,16,33000,62943,0,4.03,Beli
19,3,16,60000,21648,0,4.03,Terlalu_Mahal
19,2,16,33000,24495,1,4.03,Terlalu_Mahal
19,1,16,10000,3987,0,4.03,Terlalu_Mahal
19,1,16,10000,33270,0,4.03,Beli
19,1,16,10000,73528,1,4.03,Beli
19,2,16,33000,279159,0,4.03,Beli
19,1,16,10000,25597,1,4.03,Beli
19,2,16,33000,21554,0,4.03,Terlalu_Mahal
19,2,16,33000,6308,0,4.03,Terlalu_Mahal
19,1,16,10000,28972,0,4.03,Beli
19,1,16,10000,48791,0,4.03,Beli
19,1,16,10000,32028,1,4.02,Beli
19,2,16,33000,21554,0,4.02,Terlalu_Mahal
19,2,16,33000,27124,0,4.03,Terlalu_Mahal
19,1,16,10000,63528,0,4.03,Beli
19,2,16,33000,29943,0,4.03,Terlalu_Mahal
19,2,16,33000,27124,0,4.03,Terlalu_Mahal
19,1,16,10000,18972,0,4.03,Beli
19,1,16,10000,15597,1,4.02,Beli
19,1,16,10000,22028,0,4.02,Beli
19,2,16,33000,27124,0,4.02,Terlalu_Mahal
20,1,16,10000,39244,0,4.01,Beli
20,2,16,33000,53712,0,4.01,Beli
20,1,16,10000,330996,0,4.01,Beli
20,1,16,10000,25783,1,4.01,Beli
20,3,16,60000,74486,0,4.01,Beli
20,2,16,33000,44938,0,4.01,Beli
20,1,16,10000,74335,0,4.01,Beli
20,1,16,10000,70626,1,4.01,Beli
20,2,16,33000,16894,0,4.01,Terlalu_Mahal
20,2,16,33000,72997,0,4.01,Beli
20,1,16,10000,29244,0,4.01,Beli
20,3,16,60000,43670,0,4.01,Terlalu_Mahal
20,1,16,10000,15783,0,4.01,Beli
20,1,16,10000,23938,1,4.01,Beli
20,2,16,33000,11938,0,4.01,Terlalu_Mahal
20,3,16,60000,14486,0,4.01,Terlalu_Mahal
20,2,16,33000,16894,0,4.01,Terlalu_Mahal
20,1,16,10000,64335,0,4.01,Beli
20,2,16,33000,11938,0,4.01,Terlalu_Mahal
20,3,16,60000,43670,0,4.01,Terlalu_Mahal
20,3,16,60000,57203,0,4.01,Terlalu_Mahal
20,3,16,60000,14486,0,4.01,Terlalu_Mahal
20,1,16,10000,50541,1,4.01,Beli
20,1,16,10000,60626,1,4.01,Beli
20,2,16,33000,198653,0,4.01,Beli
20,2,16,33000,11938,0,4.01,Terlalu_Mahal
20,3,16,60000,57203,0,4.01,Terlalu_Mahal
20,1,16,10000,13938,0,4.01,Beli
20,3,16,60000,64189,0,4.01,Beli
20,2,16,33000,44720,0,4.01,Beli
20,3,16,60000,43670,0,4.01,Terlalu_Mahal
20,3,16,60000,57203,0,4.01,Terlalu_Mahal
20,2,16,33000,165653,0,4.01,Beli
20,1,16,10000,40541,0,4.01,Beli
20,3,16,60000,57203,0,4.01,Terlalu_Mahal
20,2,16,33000,70289,0,4.01,Beli
20,1,16,10000,54335,0,4.01,Beli
20,3,16,60000,69006,0,4.01,Beli
20,3,16,60000,319996,0,4.01,Beli
20,3,16,60000,4189,1,4.01,Terlalu_Mahal
20,1,16,10000,42194,0,4.01,Beli
20,2,16,33000,37289,0,4.01,Beli
20,1,16,10000,74167,0,4.01,Beli
20,3,16,60000,9006,0,4.01,Terlalu_Mahal
20,1,16,10000,178411,1,4.01,Beli
20,3,16,60000,4189,0,4.01,Terlalu_Mahal
20,2,16,33000,357982,0,4.01,Beli
20,1,17,10000,59137,1,4.01,Beli
20,1,17,10000,20944,0,4.01,Beli
20,2,17,33000,70258,0,4.01,Beli
20,2,17,33000,54681,0,4.01,Beli
20,1,17,10000,64167,0,4.01,Beli
20,1,17,10000,168411,0,4.01,Beli
20,2,17,33000,47637,0,4.00,Beli
20,1,17,10000,49137,1,4.00,Beli
20,2,17,33000,21681,0,4.00,Terlalu_Mahal
20,2,17,33000,37258,0,4.00,Beli
20,3,17,60000,53755,0,4.00,Terlalu_Mahal
20,1,17,10000,133589,0,4.01,Beli
20,3,17,60000,315717,0,4.01,Beli
20,1,17,10000,38702,0,4.01,Beli
20,2,17,33000,70271,0,4.01,Beli
20,2,17,33000,14637,0,4.01,Terlalu_Mahal
20,2,17,33000,21681,0,4.01,Terlalu_Mahal
20,3,17,60000,54368,0,4.01,Terlalu_Mahal
20,3,17,60000,53755,0,4.01,Terlalu_Mahal
20,3,17,60000,54368,0,4.01,Terlalu_Mahal
20,3,17,60000,255717,0,4.01,Beli
20,3,17,60000,70536,0,4.01,Beli
20,3,17,60000,54368,1,4.01,Terlalu_Mahal
20,2,17,33000,37271,0,4.02,Beli
20,3,17,60000,10536,0,4.02,Terlalu_Mahal
21,1,17,10000,21047,0,4.01,Beli
21,1,17,10000,52033,1,4.01,Beli
21,1,17,10000,73235,1,4.01,Beli
21,2,17,35000,236591,0,4.01,Beli
21,2,17,35000,67711,0,4.01,Beli
21,1,17,10000,61568,1,4.01,Beli
21,1,17,10000,15639,0,4.01,Beli
21,1,17,10000,270845,1,4.01,Beli
21,1,17,10000,11047,0,4.01,Beli
21,1,17,10000,63235,1,4.01,Beli
21,2,17,35000,67250,0,4.01,Beli
21,1,17,10000,32419,1,4.01,Beli
21,2,17,35000,56620,0,4.01,Beli
21,1,17,10000,51568,1,4.01,Beli
21,2,17,35000,32711,0,4.01,Terlalu_Mahal
21,2,17,35000,259103,1,4.01,Beli
21,1,17,10000,5639,0,4.01,Terlalu_Mahal
21,1,17,10000,48707,1,4.01,Beli
21,1,17,10000,23303,0,4.01,Beli
21,1,17,10000,56404,1,4.01,Beli
21,2,17,35000,32711,0,4.01,Terlalu_Mahal
21,1,17,10000,184683,1,4.01,Beli
21,1,17,10000,260845,0,4.01,Beli
21,1,17,10000,53200,1,4.01,Beli
21,1,17,10000,352391,1,4.01,Beli
21,3,17,60000,24181,0,4.01,Terlalu_Mahal
21,1,17,10000,174683,1,4.01,Beli
21,3,17,60000,24181,0,4.01,Terlalu_Mahal
21,2,17,35000,22698,0,4.01,Terlalu_Mahal
21,2,17,35000,218761,0,4.01,Beli
21,1,17,10000,13303,0,4.01,Beli
21,1,17,10000,43200,0,4.01,Beli
21,2,17,35000,28790,1,4.01,Terlalu_Mahal
21,2,17,35000,22698,0,4.01,Terlalu_Mahal
21,3,17,60000,166780,0,4.01,Beli
21,2,17,35000,22698,0,4.02,Terlalu_Mahal
21,1,17,10000,33023,0,4.02,Beli
21,2,17,35000,62052,0,4.02,Beli
21,2,17,35000,34356,0,4.02,Terlalu_Mahal
21,2,17,35000,183761,1,4.02,Beli
21,2,17,35000,28790,0,4.02,Terlalu_Mahal
21,3,17,60000,150453,0,4.02,Beli
21,2,17,35000,22698,0,4.02,Terlalu_Mahal
21,1,17,10000,34658,0,4.02,Beli
21,2,17,35000,34356,1,4.02,Terlalu_Mahal
21,2,17,35000,16734,0,4.02,Terlalu_Mahal
21,1,17,10000,475232,1,4.02,Beli
21,2,17,35000,67665,0,4.02,Beli
21,1,17,10000,342391,0,4.02,Beli
21,1,17,10000,34501,2,4.02,Beli
21,2,17,35000,34356,0,4.02,Terlalu_Mahal
21,1,17,10000,24658,0,4.02,Beli
21,2,17,35000,16734,0,4.02,Terlalu_Mahal
1,1,1,6500,10817,0,0.00,Beli
1,1,1,6500,19194,0,1.67,Beli
1,1,1,6500,22841,1,1.67,Beli
1,1,1,6500,12635,0,1.25,Beli
1,1,1,6500,20972,0,2.00,Beli
1,1,1,6500,23765,1,2.50,Beli
1,1,1,6500,16184,1,2.14,Beli
1,1,1,6500,16789,1,2.50,Beli
1,1,1,6500,10837,2,2.50,Beli
1,1,2,6500,20579,1,3.00,Beli
1,1,2,6500,16793,2,3.00,Beli
1,1,2,6500,14138,2,3.18,Beli
1,1,2,6500,20033,2,3.33,Beli
1,1,2,6500,20283,3,3.08,Beli
1,1,2,6500,12327,3,3.21,Beli
